"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","Total Population:","Total Population: More than 5 Years","Total Population: More than 10 Years","Total Population: More than 15 Years","Total Population: More than 18 Years","Total Population: More than 25 Years","Total Population: More than 35 Years","Total Population: More than 45 Years","Total Population: More than 55 Years","Total Population: More than 65 Years","Total Population: More than 75 Years","Total Population: More than 85 Years","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"06073014702","Census Tract 147.02, San Diego County, California","ACSSF","ca","140","00","0009539",,,,,"06","073",,,"014702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014702","Census Tract 147.02",,,,2225,1731,1593,138,98,0,0,13,11,372,4340,4098,3856,3505,3322,2961,2251,1468,1043,514,272,124,88216,4340,3316,2515,74,18,388,0,0,321,1024,393,90,0,0,31,307,203
"06073014803","Census Tract 148.03, San Diego County, California","ACSSF","ca","140","00","0009540",,,,,"06","073",,,"014803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014803","Census Tract 148.03",,,,2580,2244,1829,415,29,0,0,0,14,293,4483,4258,4239,3991,3769,3105,2245,1643,1086,733,375,183,63081,4483,3679,2938,265,9,339,74,0,54,804,258,5,0,0,39,389,113
"06073014804","Census Tract 148.04, San Diego County, California","ACSSF","ca","140","00","0009541",,,,,"06","073",,,"014804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014804","Census Tract 148.04",,,,1903,1657,1590,67,38,0,0,1,0,207,4585,4244,3838,3608,3545,3204,2885,1739,1334,822,429,144,69022,4585,3800,2775,205,0,439,0,0,381,785,345,13,30,109,0,155,133
"06073014805","Census Tract 148.05, San Diego County, California","ACSSF","ca","140","00","0009542",,,,,"06","073",,,"014805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014805","Census Tract 148.05",,,,2620,2287,2074,213,64,4,0,0,75,190,4585,4201,3982,3864,3864,3397,2251,1579,1240,654,237,70,74135,4585,3841,2796,406,0,411,0,0,228,744,258,18,0,0,0,45,423
"06073014806","Census Tract 148.06, San Diego County, California","ACSSF","ca","140","00","0009543",,,,,"06","073",,,"014806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014806","Census Tract 148.06",,,,1750,1434,1259,175,61,6,8,19,0,222,3128,3066,2921,2789,2773,2416,1732,1242,748,357,210,67,52679,3128,2171,997,589,0,410,0,0,175,957,529,0,69,9,0,217,133
"06073014901","Census Tract 149.01, San Diego County, California","ACSSF","ca","140","00","0009544",,,,,"06","073",,,"014901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014901","Census Tract 149.01",,,,2297,1986,1761,225,24,30,17,29,0,211,4649,4228,3992,3747,3595,3105,2251,1610,1102,682,187,37,67131,4649,3670,2746,136,15,219,0,14,540,979,559,0,0,10,0,239,171
"06073014902","Census Tract 149.02, San Diego County, California","ACSSF","ca","140","00","0009545",,,,,"06","073",,,"014902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073014902","Census Tract 149.02",,,,1646,1351,1304,47,7,2,0,106,0,180,3007,2886,2825,2652,2610,2340,1668,1268,917,573,239,40,70938,3007,2503,2021,97,0,94,2,0,289,504,316,0,7,0,0,74,107
"06073015001","Census Tract 150.01, San Diego County, California","ACSSF","ca","140","00","0009546",,,,,"06","073",,,"015001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015001","Census Tract 150.01",,,,1959,1547,1468,79,100,0,13,29,0,270,4655,3781,3437,3374,3170,2753,1899,1496,1196,495,117,49,82428,4655,2699,2243,1,13,266,50,18,108,1956,843,0,47,0,0,65,1001
"06073015002","Census Tract 150.02, San Diego County, California","ACSSF","ca","140","00","0009547",,,,,"06","073",,,"015002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015002","Census Tract 150.02",,,,1342,1099,1087,12,164,0,0,0,38,41,2668,2620,2449,2418,2399,1756,1033,801,475,373,153,39,53862,2668,2131,1318,731,0,50,0,0,32,537,247,0,0,0,0,72,218
"06073015100","Census Tract 151, San Diego County, California","ACSSF","ca","140","00","0009548",,,,,"06","073",,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015100","Census Tract 151",,,,2635,2163,1873,290,96,40,50,40,6,240,5140,4731,4434,4005,3824,3592,2477,1948,1165,578,296,136,88540,5140,3749,3135,226,2,215,11,7,153,1391,572,0,0,0,0,90,729
"06073015200","Census Tract 152, San Diego County, California","ACSSF","ca","140","00","0009549",,,,,"06","073",,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015200","Census Tract 152",,,,1888,1559,1412,147,34,7,0,0,0,288,3940,3807,3719,3574,3429,3169,2749,2456,1637,888,354,138,146914,3940,2962,2658,125,3,76,0,24,76,978,668,0,10,0,0,135,165
"06073015301","Census Tract 153.01, San Diego County, California","ACSSF","ca","140","00","0009550",,,,,"06","073",,,"015301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015301","Census Tract 153.01",,,,1753,1382,1257,125,168,14,0,28,0,161,3727,3449,3317,3010,2906,2641,2105,1583,1079,434,241,77,59167,3727,3152,2564,221,0,92,17,86,172,575,154,121,0,0,28,204,68
"06073015302","Census Tract 153.02, San Diego County, California","ACSSF","ca","140","00","0009551",,,,,"06","073",,,"015302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015302","Census Tract 153.02",,,,2011,1710,1639,71,19,0,0,6,19,257,4607,4393,4102,3885,3791,3329,2905,2353,1964,955,443,192,107895,4607,3862,3192,186,13,381,0,0,90,745,398,0,0,24,6,152,165
"06073015403","Census Tract 154.03, San Diego County, California","ACSSF","ca","140","00","0009552",,,,,"06","073",,,"015403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015403","Census Tract 154.03",,,,1246,991,905,86,4,0,0,36,0,215,2553,2444,2311,2125,2068,1924,1512,1277,1073,564,227,57,135577,2553,2411,2111,26,1,117,0,56,100,142,100,0,7,0,0,17,18
"06073015405","Census Tract 154.05, San Diego County, California","ACSSF","ca","140","00","0009553",,,,,"06","073",,,"015405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015405","Census Tract 154.05",,,,2681,2344,2102,242,0,8,0,52,11,266,5539,5449,5059,4658,4416,3926,3530,2471,1866,1021,412,80,121912,5539,4378,3946,0,0,117,0,0,315,1161,319,138,124,0,0,414,166
"06073015406","Census Tract 154.06, San Diego County, California","ACSSF","ca","140","00","0009554",,,,,"06","073",,,"015406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015406","Census Tract 154.06",,,,1241,1146,1076,70,6,0,0,7,13,69,2601,2480,2380,2232,2096,1816,1572,1388,959,541,217,31,136635,2601,1974,1807,2,0,10,0,0,155,627,223,0,5,3,0,20,376
"06073015407","Census Tract 154.07, San Diego County, California","ACSSF","ca","140","00","0009555",,,,,"06","073",,,"015407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015407","Census Tract 154.07",,,,1334,1087,1050,37,24,0,0,0,42,181,3899,3457,3072,2845,2650,2513,1797,1178,717,472,255,50,50570,3899,2956,2642,265,0,0,0,18,31,943,694,53,0,0,0,138,58
"06073015408","Census Tract 154.08, San Diego County, California","ACSSF","ca","140","00","0009556",,,,,"06","073",,,"015408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015408","Census Tract 154.08",,,,2055,1655,1208,447,0,0,0,6,54,340,3897,3711,3617,3381,3283,2863,2376,2092,1546,840,324,65,85602,3897,3191,2550,63,0,158,0,70,350,706,246,0,0,12,0,204,244
"06073015501","Census Tract 155.01, San Diego County, California","ACSSF","ca","140","00","0009557",,,,,"06","073",,,"015501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015501","Census Tract 155.01",,,,2412,2038,1893,145,0,9,0,62,10,293,5504,5192,4926,4600,4435,3828,3242,2704,2201,915,367,87,93750,5504,4357,3981,49,54,33,0,58,182,1147,242,8,0,0,0,413,484
"06073015502","Census Tract 155.02, San Diego County, California","ACSSF","ca","140","00","0009558",,,,,"06","073",,,"015502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015502","Census Tract 155.02",,,,1386,1194,1138,56,0,9,0,14,2,167,3048,2861,2717,2607,2413,2095,1671,1271,1017,449,155,16,108315,3048,2632,2428,0,54,10,2,3,135,416,127,0,44,0,0,75,170
"06073015601","Census Tract 156.01, San Diego County, California","ACSSF","ca","140","00","0009559",,,,,"06","073",,,"015601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015601","Census Tract 156.01",,,,2887,2302,2144,158,77,0,34,27,8,439,6071,5541,5342,4864,4677,4245,3371,2596,1923,1099,365,130,56548,6071,4690,4193,122,0,37,33,0,305,1381,603,0,0,0,21,507,250
"06073015602","Census Tract 156.02, San Diego County, California","ACSSF","ca","140","00","0009560",,,,,"06","073",,,"015602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015602","Census Tract 156.02",,,,1254,1111,1038,73,0,0,0,0,10,133,2804,2712,2559,2402,2245,1989,1741,1310,975,508,232,79,120625,2804,2170,1927,53,2,23,0,12,153,634,344,0,0,0,0,10,280
"06073015701","Census Tract 157.01, San Diego County, California","ACSSF","ca","140","00","0009561",,,,,"06","073",,,"015701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015701","Census Tract 157.01",,,,3043,2689,2544,145,47,0,0,235,17,55,6618,6025,5603,4826,4664,4193,3001,1798,1111,531,262,9,36570,6618,5122,3531,806,0,534,0,22,229,1496,575,245,0,0,0,578,98
"06073015704","Census Tract 157.04, San Diego County, California","ACSSF","ca","140","00","0009562",,,,,"06","073",,,"015704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015704","Census Tract 157.04",,,,2044,1795,1539,256,39,0,0,75,30,105,4441,4002,3763,3571,3426,2896,2410,1982,1467,678,160,77,51383,4441,2772,2181,291,0,74,0,0,226,1669,679,45,0,0,0,391,554
"06073015705","Census Tract 157.05, San Diego County, California","ACSSF","ca","140","00","0009563",,,,,"06","073",,,"015705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015705","Census Tract 157.05",,,,1263,1187,900,287,14,0,0,44,18,0,3887,3424,3289,2904,2800,2547,2067,1477,1051,549,198,98,47702,3887,2947,2262,392,0,239,0,17,37,940,530,19,17,0,0,338,36
"06073015706","Census Tract 157.06, San Diego County, California","ACSSF","ca","140","00","0009564",,,,,"06","073",,,"015706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015706","Census Tract 157.06",,,,817,653,545,108,38,0,0,35,0,91,2668,2511,2329,2043,1893,1681,1393,1180,844,589,232,116,30184,2668,2092,2005,0,0,56,0,0,31,576,545,0,0,0,0,31,0
"06073015801","Census Tract 158.01, San Diego County, California","ACSSF","ca","140","00","0009565",,,,,"06","073",,,"015801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015801","Census Tract 158.01",,,,1808,1503,1323,180,34,9,0,32,0,230,4054,3610,3198,2979,2842,2506,1514,728,527,250,91,15,42580,4054,2470,1643,438,0,140,43,0,206,1584,479,32,0,33,0,842,198
"06073015802","Census Tract 158.02, San Diego County, California","ACSSF","ca","140","00","0009566",,,,,"06","073",,,"015802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015802","Census Tract 158.02",,,,1893,1465,1215,250,187,0,0,146,11,84,4841,4558,4287,4002,3812,3244,2457,1927,1343,673,298,105,59375,4841,3181,2464,236,7,108,244,0,122,1660,799,25,35,0,0,565,236
"06073015901","Census Tract 159.01, San Diego County, California","ACSSF","ca","140","00","0009567",,,,,"06","073",,,"015901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015901","Census Tract 159.01",,,,1730,1411,1150,261,110,15,0,39,46,109,4201,3789,3358,2971,2733,2273,1526,886,398,140,42,9,42143,4201,2383,1771,100,0,313,0,12,187,1818,735,17,0,0,0,910,156
"06073015902","Census Tract 159.02, San Diego County, California","ACSSF","ca","140","00","0009568",,,,,"06","073",,,"015902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073015902","Census Tract 159.02",,,,2232,1905,1712,193,62,42,0,58,22,143,5600,5233,4775,4450,4102,3641,2472,1574,909,551,118,30,44025,5600,3590,3074,296,12,70,0,0,138,2010,613,6,45,0,0,1178,168
"06073016000","Census Tract 160, San Diego County, California","ACSSF","ca","140","00","0009569",,,,,"06","073",,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016000","Census Tract 160",,,,1054,908,874,34,45,13,4,6,39,39,2348,2271,2133,2008,1922,1747,1318,1016,787,408,187,56,85720,2348,1608,1477,6,0,39,0,0,86,740,303,0,0,0,0,397,40
"06073016100","Census Tract 161, San Diego County, California","ACSSF","ca","140","00","0009570",,,,,"06","073",,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016100","Census Tract 161",,,,3173,2790,2514,276,96,27,0,17,0,243,6500,5807,5494,5367,5074,4464,3230,2681,1992,1058,455,181,100044,6500,4829,4226,46,0,323,50,15,169,1671,1320,0,0,13,0,281,57
"06073016201","Census Tract 162.01, San Diego County, California","ACSSF","ca","140","00","0009571",,,,,"06","073",,,"016201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016201","Census Tract 162.01",,,,2331,1995,1958,37,27,0,0,0,67,242,5205,4879,4531,4179,4000,3686,3131,2455,1913,948,481,136,116061,5205,4567,3991,71,0,226,14,15,250,638,144,0,0,28,0,258,208
"06073016202","Census Tract 162.02, San Diego County, California","ACSSF","ca","140","00","0009572",,,,,"06","073",,,"016202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016202","Census Tract 162.02",,,,2177,1776,1585,191,266,0,0,37,14,84,4342,4284,3805,3523,3149,2531,1775,946,454,171,91,55,76048,4342,3588,1860,1119,0,534,0,0,75,754,312,0,0,0,6,318,118
"06073016301","Census Tract 163.01, San Diego County, California","ACSSF","ca","140","00","0009573",,,,,"06","073",,,"016301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016301","Census Tract 163.01",,,,2532,2147,1806,341,172,47,0,31,38,97,5540,5214,4691,4326,4010,3485,2383,1511,1006,347,116,40,48388,5540,3814,2402,575,0,384,0,0,453,1726,595,0,19,31,0,649,432
"06073016302","Census Tract 163.02, San Diego County, California","ACSSF","ca","140","00","0009574",,,,,"06","073",,,"016302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016302","Census Tract 163.02",,,,2556,2200,1902,298,57,0,0,58,51,190,5981,5515,5011,4346,4090,3545,2665,1735,898,458,132,40,42314,5981,4161,3078,103,0,361,116,137,366,1820,991,35,0,0,0,670,124
"06073016401","Census Tract 164.01, San Diego County, California","ACSSF","ca","140","00","0009575",,,,,"06","073",,,"016401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016401","Census Tract 164.01",,,,2543,2387,2217,170,10,0,0,9,11,126,5500,5158,4897,4433,4288,3948,3164,2351,1850,1135,479,203,101148,5500,3782,3221,100,13,261,0,30,157,1718,954,22,42,0,0,258,442
"06073016403","Census Tract 164.03, San Diego County, California","ACSSF","ca","140","00","0009576",,,,,"06","073",,,"016403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016403","Census Tract 164.03",,,,2259,1711,1449,262,161,0,0,0,0,387,5508,5091,4582,4076,4010,3671,2795,2048,1657,987,351,131,72417,5508,4252,3341,426,0,18,0,9,458,1256,702,0,24,0,0,415,115
"06073016404","Census Tract 164.04, San Diego County, California","ACSSF","ca","140","00","0009577",,,,,"06","073",,,"016404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016404","Census Tract 164.04",,,,1054,757,548,209,32,56,0,9,117,83,3512,3512,3450,3097,2770,2239,1790,1493,908,467,253,116,41197,3512,2881,1977,565,0,29,0,0,310,631,103,0,0,0,0,468,60
"06073016502","Census Tract 165.02, San Diego County, California","ACSSF","ca","140","00","0009578",,,,,"06","073",,,"016502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016502","Census Tract 165.02",,,,3673,3415,3067,348,0,35,0,110,55,58,8610,7923,7378,6570,6245,5273,3958,2858,2157,1055,351,146,64680,8610,6282,4417,469,0,562,0,134,700,2328,1486,38,81,117,0,442,164
"06073016503","Census Tract 165.03, San Diego County, California","ACSSF","ca","140","00","0009579",,,,,"06","073",,,"016503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016503","Census Tract 165.03",,,,1477,1355,1287,68,32,0,36,19,0,35,3250,2881,2613,2302,2174,2008,1468,1126,783,242,97,19,78375,3250,2319,1871,88,39,45,192,0,84,931,476,0,0,12,0,443,0
"06073016504","Census Tract 165.04, San Diego County, California","ACSSF","ca","140","00","0009580",,,,,"06","073",,,"016504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016504","Census Tract 165.04",,,,3375,2804,2452,352,277,0,0,21,0,273,6856,6453,5941,5658,5504,4637,2928,2166,1321,696,203,112,51170,6856,4507,2993,997,52,350,0,12,103,2349,1316,14,122,0,0,347,550
"06073016606","Census Tract 166.06, San Diego County, California","ACSSF","ca","140","00","0009581",,,,,"06","073",,,"016606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016606","Census Tract 166.06",,,,1759,1542,1495,47,0,21,0,11,67,118,3709,3393,3183,3017,2901,2634,2178,1672,1241,681,227,88,114063,3709,2930,2510,6,0,142,16,0,256,779,489,0,0,0,0,119,171
"06073016607","Census Tract 166.07, San Diego County, California","ACSSF","ca","140","00","0009582",,,,,"06","073",,,"016607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016607","Census Tract 166.07",,,,2870,2465,2117,348,0,12,0,29,40,324,6734,6153,5674,5348,5134,4443,3878,2990,2294,1288,600,181,110119,6734,5460,4723,60,0,345,20,0,312,1274,1035,0,16,0,0,120,103
"06073016608","Census Tract 166.08, San Diego County, California","ACSSF","ca","140","00","0009583",,,,,"06","073",,,"016608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016608","Census Tract 166.08",,,,1316,1182,1081,101,6,6,19,10,0,93,2881,2673,2517,2310,2172,2056,1560,1136,780,385,164,36,119750,2881,2487,2064,204,10,33,0,0,176,394,284,0,0,0,0,23,87
"06073016609","Census Tract 166.09, San Diego County, California","ACSSF","ca","140","00","0009584",,,,,"06","073",,,"016609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016609","Census Tract 166.09",,,,2970,2612,2488,124,77,5,0,10,40,226,5897,5497,5137,4754,4508,3930,3194,2486,1366,539,205,37,110425,5897,4668,4382,3,8,34,10,18,213,1229,446,0,30,0,0,474,279
"06073016610","Census Tract 166.10, San Diego County, California","ACSSF","ca","140","00","0009585",,,,,"06","073",,,"016610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016610","Census Tract 166.10",,,,2473,2211,1914,297,40,0,0,1,0,221,5055,4574,4261,3746,3532,3182,2313,1692,1030,485,155,42,82276,5055,3867,3452,25,0,113,0,0,277,1188,456,33,60,0,0,138,501
"06073016613","Census Tract 166.13, San Diego County, California","ACSSF","ca","140","00","0009586",,,,,"06","073",,,"016613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016613","Census Tract 166.13",,,,940,838,793,45,0,0,0,0,0,102,2004,1909,1793,1703,1611,1403,1190,820,570,273,76,18,98490,2004,1625,1477,11,0,61,0,32,44,379,104,0,0,0,0,49,226
"06073016614","Census Tract 166.14, San Diego County, California","ACSSF","ca","140","00","0009587",,,,,"06","073",,,"016614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016614","Census Tract 166.14",,,,1682,1433,1339,94,38,11,0,26,8,166,3889,3630,3351,3105,2905,2642,2105,1584,865,480,278,26,102552,3889,3266,2546,8,0,194,0,0,518,623,203,0,62,0,0,195,163
"06073016615","Census Tract 166.15, San Diego County, California","ACSSF","ca","140","00","0009588",,,,,"06","073",,,"016615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016615","Census Tract 166.15",,,,1625,1527,1444,83,10,3,0,2,0,83,4409,4199,3974,3742,3677,3408,2377,1409,976,577,231,94,112070,4409,3402,2567,113,43,262,8,11,398,1007,484,0,6,28,0,337,152
"06073016616","Census Tract 166.16, San Diego County, California","ACSSF","ca","140","00","0009589",,,,,"06","073",,,"016616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016616","Census Tract 166.16",,,,1673,1489,1313,176,41,16,27,34,17,49,4041,3811,3598,3251,2953,2601,2056,1616,1225,613,259,47,72000,4041,2806,2308,69,0,245,0,0,184,1235,440,18,0,0,0,163,614
"06073016617","Census Tract 166.17, San Diego County, California","ACSSF","ca","140","00","0009590",,,,,"06","073",,,"016617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016617","Census Tract 166.17",,,,1778,1566,1322,244,89,0,16,30,0,77,3828,3621,3414,3296,3212,2996,2250,1891,1402,987,386,176,61318,3828,2775,2511,63,30,77,30,0,64,1053,336,3,74,9,0,279,352
"06073016618","Census Tract 166.18, San Diego County, California","ACSSF","ca","140","00","0009591",,,,,"06","073",,,"016618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016618","Census Tract 166.18",,,,1768,1597,1538,59,0,0,0,0,0,171,3720,3413,3140,2973,2831,2664,2095,1607,1305,659,196,55,89302,3720,3327,2835,64,0,300,0,0,128,393,261,41,0,0,0,56,35
"06073016619","Census Tract 166.19, San Diego County, California","ACSSF","ca","140","00","0009592",,,,,"06","073",,,"016619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016619","Census Tract 166.19",,,,2128,1912,1833,79,0,0,0,0,27,189,4232,3950,3855,3647,3611,3389,2880,2115,1584,992,524,132,63247,4232,3494,2918,0,23,277,0,0,276,738,588,0,0,0,0,150,0
"06073016620","Census Tract 166.20, San Diego County, California","ACSSF","ca","140","00","0009593",,,,,"06","073",,,"016620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016620","Census Tract 166.20",,,,1184,1138,993,145,0,11,0,2,20,13,2430,2342,2161,2034,1945,1813,1366,1064,753,421,150,23,90114,2430,2084,1691,104,20,158,0,0,111,346,204,0,1,0,20,1,120
"06073016621","Census Tract 166.21, San Diego County, California","ACSSF","ca","140","00","0009594",,,,,"06","073",,,"016621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016621","Census Tract 166.21",,,,1797,1394,1324,70,0,0,0,0,0,403,3786,3464,3146,3040,2940,2727,2255,1765,1375,585,244,68,114500,3786,3348,2665,0,81,298,0,0,304,438,178,0,0,5,0,94,161
"06073016703","Census Tract 167.03, San Diego County, California","ACSSF","ca","140","00","0009595",,,,,"06","073",,,"016703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016703","Census Tract 167.03",,,,1497,1386,1254,132,0,9,0,0,0,102,3061,2966,2472,2216,2083,1899,1621,1047,760,247,106,54,105435,3061,2254,1949,0,45,234,0,0,26,807,352,0,0,0,0,166,289
"06073016704","Census Tract 167.04, San Diego County, California","ACSSF","ca","140","00","0009596",,,,,"06","073",,,"016704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016704","Census Tract 167.04",,,,3398,2551,2342,209,44,10,0,12,0,781,7347,6768,6396,5828,5289,4511,3762,2514,1769,979,513,175,120552,7347,5652,4885,109,0,196,0,0,462,1695,751,42,114,21,0,469,298
"06073016705","Census Tract 167.05, San Diego County, California","ACSSF","ca","140","00","0009597",,,,,"06","073",,,"016705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016705","Census Tract 167.05",,,,1857,1556,1384,172,32,29,27,94,0,119,4305,4036,3782,3664,3432,3009,2152,1662,1342,669,176,75,60247,4305,3251,2706,180,22,162,0,0,181,1054,260,0,26,9,0,533,226
"06073016706","Census Tract 167.06, San Diego County, California","ACSSF","ca","140","00","0009598",,,,,"06","073",,,"016706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073016706","Census Tract 167.06",,,,1367,1176,1020,156,7,49,0,0,75,60,2922,2825,2648,2496,2133,1978,1697,1046,639,372,163,26,97031,2922,2010,1942,10,0,49,9,0,0,912,233,0,39,0,69,471,100
